ID,Title,Description,Category,RegularPrice,SalePrice,URL,ImageURL
69,"Transmission Oil Pressure Test Complete Kit Engine and Auto","Oil Pressure Test Kit  For testing engine and auto transmission oil pressure SA-7268K Quick and accurate check engine oil pressure, and also available for checkingoil pressure in automatic transmission.Available for domestic and import vehicles, passenger cars and lighttrucks, petrol and diesel vehicles. Specification:","specialist tools",268.25,,https://www.specialisttools.com.au/products/complete-engine-and-auto-transmission-oil-pressure-test-kit,https://www.specialisttools.com.au/cdn/shop/products/57_a0df0ae1-8f2c-43ae-a5ef-1980eb535a88.jpg?v=1590053914
70,"Glow Plug Extraction Removal and Thread Repair Kit for Damaged or Stuc","Professional Broken Glow Plug Removal Set SA-4296 Professional Quality Kit suitable for extracting damaged or stuck glow plugs in confined spaces. Includes Ratchet T-Bar, Puller and Repair Tools for Damaged and Stuck Glow Plugs Specification Diesel Engine requires Glow Plugs to initiate the combustion process in engine","specialist tools",354.80,,https://www.specialisttools.com.au/products/professional-glow-plug-removal-set,https://www.specialisttools.com.au/cdn/shop/products/SA4296GlowPlugkit20220608_135842.png?v=1654750997
71,"Hydraulic Ram 12 Ton Threaded","High Quality 12 Ton Threaded Hydraulic Ram SA-1240 Specification  Hydraulic power: 12tons Hydraulic Ram Size: Ø38mm x L190 Maximum power with minimum effort. These will suit most applications where this style of ram is used. Specialist Tools Australia  (Division Of Responsive Engineering Australia Pty Ltd). All product","specialist tools",93.00,,https://www.specialisttools.com.au/products/12-ton-threaded-hydraulic-ram,https://www.specialisttools.com.au/cdn/shop/products/57_26fb71c1-ef8d-4628-a8e4-3fece7e8e646.jpg?v=1590053855
72,"Injector Removal Tool For Extremely Seized Bosch &amp; Delphi Diesel Injec"," Injector Removal tools Bosch andamp; Delphi Fits Mercedes, Ford, Mazda, Peugeot, etc P/N SA-4027 Note : This tool is utilised when all other methods of removal are exhausted and it is necessary to damage the injector to remove it.  Specifically designed for removing Delphi/Bosch diesel injectors using a Slide Hammer wit","specialist tools",211.50,,https://www.specialisttools.com.au/products/bosch-delphi-diesel-injector-removal-tool-for-extremely-siezed-injectors,https://www.specialisttools.com.au/cdn/shop/products/57_87c81caf-50ae-4972-98dc-0a0d39a292d4.jpg?v=1590053866
73,"Fan Clutch Wrench Set 1/2” Dr. 10pc","Fan Clutch Wrench Set 1/2” Dr. 10pc Professional Quality  SA-3018B Specifications:  (1)     Fan pulley holding tool 2-1/4” (57mm) (2)     Fan clutch bolt holding tool 2-3/8” (60mm) (3)     Fan clutch puller holding tool 2-1/8” (54mm) (4)     Fan clutch puller holding tool 3-1/4” (82mm) (5)     Fan clutch puller holding","specialist tools",134.30,,https://www.specialisttools.com.au/products/1-2-dr-10pc-fan-clutch-wrench-set,https://www.specialisttools.com.au/cdn/shop/products/57_fba05a49-df46-482e-b787-da4c60869c7f.jpg?v=1590053830
74,"4 piece 1/2&quot; drive Diesel Injector Nozzle Solenoid Socket Set - Bosch ","Diesel Common Rail Injector Solenoid Socket Set SA-5171 Removal of Injector Solenoid   4 piece 1/2&quot; drive primarily for Bosch and Siemens injectors. Also suits restricted space in Peugeot and Citroen 2.0 litre engine Designed to fit over the return fittings onto the solenoid hexagon. Specialist Tools Australia  (Divisi","specialist tools",149.50,,https://www.specialisttools.com.au/products/4-piece-common-rail-injector-solenoid-socket-set,https://www.specialisttools.com.au/cdn/shop/products/57_de30752f-ddaa-4f52-980b-b7d739999963.jpg?v=1590053812
75,"Automotive Electrical Wire Terminal Connector Release Tool - AU Stock"," Universal Automotive Electrical Connector Release System in Sturdy Aluminium Carry Case Toyota, Ford, Honda, Mazda, Mitsubishi and many more SA-2994B Easily removes terminals from electrical connectors without damaging the vehicle's wiring harness. Very comprehensive set, with most types of connector ends catered for.","specialist tools",357.00,,https://www.specialisttools.com.au/products/comprehensive-automotive-electrical-connector-release-tool-set,https://www.specialisttools.com.au/cdn/shop/products/57_65ffb25d-3842-46f9-b8b9-3cedcb7b50b2.jpg?v=1590053915
76,"Fan Clutch &amp; Hub Wrench Set (Mercedes BMW) 7pc","Fan andamp; Fan Hub Service Wrench Kit Mercedes andamp; BMW SA-4449 Kit Contains Including 5 Mercedes Tools a BMW Water pump Hub Holding Tool plus 2 Thin Wrenches. Detail:1) Hub Securing Bar 113-0040 Used for securing Water Pump hub from rotating during Randamp;R of Fan clutch nut.  This holder bolts onto the hub, as the pol","specialist tools",195.84,,https://www.specialisttools.com.au/products/benz-bmw-7pc-fan-clutch-hub-wrench-set,https://www.specialisttools.com.au/cdn/shop/products/57_1e77574e-4186-42a9-9ffa-4168cc4501bc.jpg?v=1590053830
77,"GOVONI Injector Extractor Claw Suits Mercedes CDI Width: 12 mm","Govoni European Quality Seized Injector Removal Fork 12mm GO424 Technical data Fork width: 12 mm Connection thread: M18x1.5 Application Mercedes CDI engines (except for Sprinter / Vito and A Class) Free shipping within Australia, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. ** INTERNATIONAL SHIPPING is available worldwide on all our products. Just contact us for a shipping quote on your purchases. Phone: 02-6280 4334 or sales@reonsiveengineering.com.au Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help. We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose Phone 0262804334","specialist tools",190.00,,https://www.specialisttools.com.au/products/govoni-european-quality-injector-removal-fork-for-slide-hammer-12mm-wide,https://www.specialisttools.com.au/cdn/shop/products/57_668a8566-6cc3-4653-a229-522f8b323d8e.jpg?v=1597302856
78,"Slide hammer - 9kg non-impact &quot;dead-blow&quot; function","Govoni Heavy Duty Slide Hammer Professional Quality Italian Made GO520 Slide hammer with 9 Kg stroke-force including universal adapter - use with the tool set for removing drive shaft and CV joint 3 - 6 holes/bolts - use with the tool set for removing injectors, etc. Suitable for use with other diesel injector removal kits in our store. Slide hammer: 9 Kg Length: 770 mm Adaptor: M22 - M18 Suitable for set: 320008000 Suitable for set: 311085000 Description Extra-tough, heavy-duty design with practical handles Extremely effective loosening effect via impact with a maximum force of approx. 8 tonnes Effectively loosens even the most firmly anchored components which have been pressed in, have rusted or are connected with a cone With the relevant accessories, suitable for removing injectors, wheel hubs, supporting joints etc. Free shipping within Australia for purchases over $50, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. ** INTERNATIONAL SHIPPING is available worldwide on all our products. Just contact us for a shipping quote on your purchases. Phone: 02-6280 4334 or sales@reonsiveengineering.com.au Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help. We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose Phone 0262804334","specialist tools",795.00,,https://www.specialisttools.com.au/products/govoni-heavy-duty-slide-hammer-with-9-kg-stroke-force,https://www.specialisttools.com.au/cdn/shop/products/go449_1_7d21d691-fac2-4d30-bab3-2d95850fb9ee.jpg?v=1677110022
79,"Govoni Air Blowing Adaptor for use during Extraction of Broken Glow Plugs","Govoni Air Blowing Adaptor for use during Extraction of Broken Glow Plugs - G0509 Dummy injector. Used for blowing air into the cylinder during broken glow plug repair operations, used in conjunction with broken glow plug repair tools. Diameter: Ø 19 mm For example: Operation of the removal tool can be seen on the Youtube Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help -We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose. Phone 02-6280 4334 Free shipping within Australia, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. International Shipping is also available. **INTERNATIONAL SHIPPING is available on all our products. Just contact us for a shipping quote on your purchases. Phone: 02-6280 4334 or sales@responsiveengineering.com.au","specialist tools",98.00,,https://www.specialisttools.com.au/products/air-blowing-adaptor-for-use-during-extraction-of-broken-glow-plugs,https://www.specialisttools.com.au/cdn/shop/products/57_b9a64693-0e08-4171-ae29-97af94dbec26.jpg?v=1590053790
80,"Fuel Pump Removal Tool OEM Equiv 09331-1M100 for High Pressure Pumps G","High Pressure Fuel Pump Removal Tool Suits Hyundai and Kia GO811 Suit Hyundai and Kia 2.0 and 2.2L CRDi Diesel engines with control chain OEM equivalent 09331-1M100 Free shipping within Australia, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. ** INTERNATIONAL SHIPPING is available worldwide on all our products. Just contact us for a shipping quote on your purchases. Phone: 02-6280 4334 or sales@responsiveengineering.com.au Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help. We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose Phone 0262804334","specialist tools",198.00,,https://www.specialisttools.com.au/products/govoni-high-pressure-fuel-pump-removal-tool-oem-equiv-09331-1m100,https://www.specialisttools.com.au/cdn/shop/products/57_4617d42f-9314-46e8-b22d-521ba6451f12.jpg?v=1590053836
81,"Injector Seal Washer Extractor Govoni Professional Tool","Govoni Injector Copper Seal Extractor GO512 With this extractor is possible to remove copper sealing without damaging the cylinder head. Equipped with a performing slide hammer. With this extractor is possible to remove copper sealing without damaging the cylinder head Technical data For washers with holes Ø 7 mm. Operation with a striking hammer of 0.5 Kg. Free shipping within Australia, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. ** INTERNATIONAL SHIPPING is available worldwide on all our products. Just contact us for a shipping quote on your purchases. Phone: 02-6280 4334 or sales@reonsiveengineering.com.au Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help. We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose Phone 0262804334","specialist tools",348.90,,https://www.specialisttools.com.au/products/govoni-professional-injector-sealing-washer-removal-tool,https://www.specialisttools.com.au/cdn/shop/products/57_b8a4f01d-d4b1-4de6-9709-d803e9e882ed.jpg?v=1590053871
82,"Warren &amp; Brown Chamfer-Pro External Deburring Tool 10mm-26mm","Chamfer-Pro External Deburring Tool 10mm - 26mm WB-162050 The 10mm - 26mm Chamfer-Pro is the latest external deburring chamfer tool in the WB Tools range. Its simple design and compact size make it an ideal addition to your tool pouch or box. With a cutting diameter ranging from 10 - 26mm and 4 cutting edges, it’s an i","specialist tools",48.51,,https://www.specialisttools.com.au/products/warren-brown-chamfer-pro-external-deburring-tool,https://www.specialisttools.com.au/cdn/shop/products/57_8d8d2a56-7bb9-4982-85fc-c40f41c7d3b2.jpg?v=1622689550
83,"Warren &amp; Brown Multi-Purpose Screw Removal Pliers Kit","Warren andamp; Brown  Multi-Purpose Screw Removal Pliers Kit PZ-Kit Genuine leather embossed pouch containing three most popular multi-purpose screw removal pliers.  The PZ series pliers are a range of heavy duty multi-purpose pliers which have the added feature of being able to remove stuck or damaged screws. The screw","specialist tools",170.00,,https://www.specialisttools.com.au/products/warren-brown-multi-purpose-screw-removal-pliers-kit,https://www.specialisttools.com.au/cdn/shop/products/57_ff37ea38-e138-4b29-905a-769f87d6e013.jpg?v=1593826223
84,"Warren &amp; Brown Digital Angle Meter","Warren andamp; Brown Digital Angle Meter WB-378450  The digital angle meter attaches to the wrench head or drive by means of a strong magnet, providing an accurate reading during the torque setting process. Accuracy +/-2° Digital torque-angle value readout Magnetic base to mount to tools or fasteners Left andamp; right-han","specialist tools",170.00,,https://www.specialisttools.com.au/products/warren-brown-digital-angle-meter,https://www.specialisttools.com.au/cdn/shop/products/378450.jpg?v=1590053920
85,"Warren &amp; Brown Screen Torque Wrench &amp; 8 Detachable Heads"," Warren andamp; Brown Screen Torque Wrench WB-334058  The interchangeable head torque wrench set is part of the screen torque wrench range, featuring a 10 - 50Nm torque wrench with a 1/4&quot; drive head and 8 open-end detachable heads. This wrench gives the operator the opportunity to use it as a normal 1/4&quot; drive wrench or","specialist tools",355.00,,https://www.specialisttools.com.au/products/warren-brown-screen-torque-wrench-8-detachable-heads,https://www.specialisttools.com.au/cdn/shop/products/57_0e133935-48a4-4397-bfa1-bcfb5e46eb12.jpg?v=1590053923
86,"Diesel Injection Pump Gear Remover Tool Timing gear VP44, Landrover Fr","Diesel Injection Pump Puller For Land Rover SA-3656 This specialised tool has been developed for holding the sprocket / chain in the place when disassembling/removing the VP44 injection pump and high pressure pump. Common rail fitted to Land Rover engines: Land Rover / Freelander (TD4) / Rover / 75 (M47) Specialist Too","specialist tools",63.75,,https://www.specialisttools.com.au/products/timing-gear-vp44-diesel-injection-pump-gear-remover-tool-landrover-freelander,https://www.specialisttools.com.au/cdn/shop/products/57_2aa14bd4-a64c-49cc-b49e-95dd9ca96502.jpg?v=1590053809
87,"Non-Sparking Punches &amp; Hammers Set Heavy Duty 9pc","Non-Sparking Brass Punches andamp; Copper Beryllium Hammers SA-4329K Used to minimise damage to components or where there is a danger if sparks are produced. 9pc. non-sparking punch and hammer set contains three brass pin punches, three brass taper punches, one straight brass drift andamp; two non-sparking Copper Beryllium","specialist tools",315.00,,https://www.specialisttools.com.au/products/heavy-duty-9pc-non-sparking-punches-hammers-set,https://www.specialisttools.com.au/cdn/shop/products/57_60236209-8709-4edc-aa1f-acee15da7335.jpg?v=1590053884
88,"Hollow Hydraulic Cylinder 17 ton With Shoulder Nut M16 x 1.5","Hydraulic Cylinder 17 ton With Shoulder Nut M16 x 1.5 SA-4021  The ram can also be used for any pulling operations where a spindle is used. Note : This is a very powerful tool, be sure to use the appropriate puller. Specification This tool enables controlled, professional and safe extraction of very tight-fitting injec","specialist tools",422.75,,https://www.specialisttools.com.au/products/hollow-hydraulic-cylinder-17t-with-shoulder-nut-m16-x-1-5,https://www.specialisttools.com.au/cdn/shop/products/57_337adf0a-0d77-4a60-b956-9915d610ad44.jpg?v=1590053851
89,"Torque Wrench Stepped Adaptor 9/32&quot;-3/8&quot; drive","Warren andamp; Brown Torque Wrench Stepped Adaptor 9/32&quot;-3/8&quot; drive P/N WB-390150 This adaptor is the removable type as used in the deflecting beam type torque wrenches.  Note:  If you require parts for a Warren andamp; Brown product, contact us for assistance                       Free shipping within Australia for purcha","specialist tools",48.65,,https://www.specialisttools.com.au/products/torque-wrench-adaptor-9-32-3-8-drive,https://www.specialisttools.com.au/cdn/shop/products/57_0b37b1cb-049b-42e3-9c79-693916738d13.jpg?v=1622689519
90,"Slide hammer Injector removal set to suit DENSO - GO403","System to remove stubborn Denso injectors from the engine without removing the electrical connector or disassembling the injector. Various types of tools (modular) can be fixed to the injector to be extracted. Application Injectors code: 23670 - 30080, MB416600 - MB40A, 5870 - 13H50B Denso: 11L 12182, 23670 - 26011, 23670 - 0R050, 10J Models: Toyota, Lexus, Nissan, Mazda, Opel/Vauhxall Free shipping within Australia for purchases over $50, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. ** INTERNATIONAL SHIPPING is available worldwide on all our products. Just contact us for a shipping quote on your purchases. Phone: 02-6280 4334 or sales@reonsiveengineering.com.au Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help. We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose Phone 0262804334","specialist tools","1,293.75",,https://www.specialisttools.com.au/products/govoni-injector-remoaval-kit-toyota-denso,https://www.specialisttools.com.au/cdn/shop/products/311209000-311169000_GO4031-1.jpg?v=1623901209
91,"Diesel Fuel Line Wrench Socket Set","Diesel Fuel Line Wrench Socket Set SA-4137LK designed to work on the Fuel line nuts that are often located in hard-to-reach areas. will not damage the nut.  Allows easy and safe Loosening and tightening of the fuel line at the fuel injector nozzle and fuel injection pump. Fits Fuel Line Sizes: 17mm, 18mm, 19mm, 20mm, 2","specialist tools",322.85,,https://www.specialisttools.com.au/products/copy-of-flexible-socket-and-open-end-wrench-set-for-car-repair,https://www.specialisttools.com.au/cdn/shop/files/4137LKDieselLineSocketSet.jpg?v=1708768231
92,"DIESEL Water Trap/Separator Pre-Filter Electronic Water Detection Ford","Diesel Water Watch Kitfor Ford Ranger PXlll 2019-2022  Invented, designed, and manufactured in Australia for Common Rail Diesels Suitable for all diesel applications! If you can't find your vehicle or application listed on our website contact our experienced staff for assistance 02-62804334 or sales@responsiveengineeri","specialist tools",590.00,,https://www.specialisttools.com.au/products/copy-of-diesel-water-trap-separator-pre-filter-electronic-water-detection-ford-ranger-and-bt50-4cyl-protection-against-diesel-fuel-contamination-damage,https://www.specialisttools.com.au/cdn/shop/files/PXIII.jpg?v=1708482449
93,"DIESEL Water Trap/Separator Pre-Filter Electronic Water Detection VW A"," Diesel Water Watch Kit for WV Amarok V6   Invented, designed, and manufactured in Australia for Common Rail Diesels Suitable for all diesel applications! If you can't find your vehicle or application listed on our website contact our experienced staff for assistance 02-62804334 or sales@responsiveengineering.com.au Co","specialist tools",590.00,,https://www.specialisttools.com.au/products/copy-of-diesel-water-trap-separator-pre-filter-electronic-water-detection-vw-amarok-4cyl-protection-against-diesel-fuel-contamination-damage,https://www.specialisttools.com.au/cdn/shop/files/VWAmarokV6_d9814b92-9109-486f-9914-167ad6a85406.jpg?v=1708479850
94,"GOVONI SPECTRUM MULTIFUNCTIONAL TOOL FOR TESTING SENSORS AND ACTUATORS","Govoni European Quality Seized Injector Removal Fork Suits Ford 2.0 TDCI Width: 19 mm Height: 98mm GO455 Technical data Fork width: 19 mm Fork Height: 98 mm Connection thread: M18 x 1.5 Application Ford 2.0 Ecoblue TDCI from 2016 (Ford Galaxy, S-max, Mondeo, Focus C-Max, Transit and Custom (from 2018), etc Free shipping within Australia, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. ** INTERNATIONAL SHIPPING is available worldwide on all our products. Just contact us for a shipping quote on your purchases. Phone: 02-6280 4334 or sales@reonsiveengineering.com.au Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help. We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose Phone 0262804334","specialist tools","6,997.65",,https://www.specialisttools.com.au/products/copy-of-govoni-injector-extractor-claw-suits-ford-2-0-tdci-width-19-mm-height-98mm,https://www.specialisttools.com.au/cdn/shop/files/go2100_6.jpg?v=1708428735
95,"Bosch Injector Puller M18x1.5 - Govoni","Bosch Injector Puller M18x1.5 - Govoni GO562 Tool to remove Bosch magnetic injectors, by gripping them firmly and then using a slide hammer (not included). The half-shells of the tool head are positioned directly under the screw ring of the injector electrical connection. The locking sleeve with window provides a non-s","specialist tools",443.35,,https://www.specialisttools.com.au/products/copy-of-injector-extractor-kit-mercedes-govoni,https://www.specialisttools.com.au/cdn/shop/files/go559.jpg?v=1708427676
96,"INJECTOR EXTRACTOR KIT - MERCEDES - Govoni","Diesel Injector Extractor Kit for Mercedes - Govoni GO402 This kit allows the removal of the tightly fixed injectors nozzles mounted on MERCEDES 2.1 L, 2.2 L,3.0 V6 and 3.0 V6 and CHRYSLER 3.0 V6. Application Injectors: Delphi, Bosch Chrysler: 300 C Mercedes: Vito, CLK, Sprinter, Viano, Vario, Classe M, GL, C, GLK, E,","specialist tools","1,999.20",,https://www.specialisttools.com.au/products/copy-of-diesel-injection-pump-puller-govoni,https://www.specialisttools.com.au/cdn/shop/files/go402.jpg?v=1708426816
97,"DIESEL Water Trap/Separator Pre-Filter Electronic Water Detection Ford","Ford Ranger Everest Next Gen 2022+ 2.0L andamp; 3.0L  Invented, designed, and manufactured in Australia for Common Rail Diesels Suitable for all diesel applications! If you can't find your vehicle or application listed on our website contact our experienced staff for assistance 02-62804334 or sales@responsiveengineering.","specialist tools",590.00,,https://www.specialisttools.com.au/products/copy-of-diesel-water-watch-ford-ranger-and-bt50-4cyl,https://www.specialisttools.com.au/cdn/shop/files/NextGenFordKit.png?v=1708472452
98,"Warren &amp; Brown 120mm Multi-Purpose Screw Removal Pliers","Warren andamp; Brown 120mm Multi-Purpose Screw Removal Pliers  PZ57 The PZ series pliers are a range of heavy duty multi-purpose pliers which have the added feature of being able to remove stuck or damaged screws. The screw removal pliers are a patented product that contains both vertical and horizontal serrated teeth, w","specialist tools",46.50,,https://www.specialisttools.com.au/products/warren-brown-120mm-multi-purpose-screw-removal-pliers,https://www.specialisttools.com.au/cdn/shop/files/pz57_1.jpg?v=1706760237
99,"Warren &amp; Brown 175mm Multi-Purpose Screw Removal Pliers","Warren andamp; Brown 175mm Multi-Purpose Screw Removal Pliers  PZ56 The PZ series pliers are a range of heavy duty multi-purpose pliers which have the added feature of being able to remove stuck or damaged screws. The screw removal pliers are a patented product that contains both vertical and horizontal serrated teeth, w","specialist tools",52.00,,https://www.specialisttools.com.au/products/copy-of-warren-brown-multi-purpose-screw-removal-pliers-kit,https://www.specialisttools.com.au/cdn/shop/files/pz56_1.jpg?v=1706759891
100,"PZ78 Warren &amp; Brown Multi-Purpose 225mm Screw Removal Pliers","Warren andamp; Brown  Multi-Purpose Screw Removal Pliers Kit PZ78 Side Cutting Pliers with unique screw removal jaws Cable cutter, ideal for 3-core flat cable (suitable for cables that are not live) Crimper for bare terminals (AWG16~12) Eccentric high leverage structure, powerful cutting and gripping Unique screw extract","specialist tools",69.00,,https://www.specialisttools.com.au/products/pz78-warren-brown-multi-purpose-225mm-screw-removal-pliers,https://www.specialisttools.com.au/cdn/shop/files/pz78.jpg?v=1706758589
101,"Diesel Injection Pump Puller - Govoni","Diesel Injection Pump Puller - Govoni GO825 Application M47 (only the puller)  M47TU (puller and centering bush)  M57 (puller and centering bush) M57TU (puller and centering bush)  Components 1 x centering bush  1 x M40x1,5 mm  1 x M42X1,5 mm Technical data Thread M30","specialist tools",130.80,,https://www.specialisttools.com.au/products/diesel-injection-pump-puller-govoni,https://www.specialisttools.com.au/cdn/shop/files/go825.jpg?v=1706161975
102,"Plastic O-Ring and Gasket Removal Tool Kit - 3 Pieces - non scratch","Premium Plastic Non Scratch O-Ring Gasket Removal - double ended Hook and Pick Set Pack of 3 different double ended Hooks and Picks SA-5253A 3 x double ended Non-scratch Plastic O-ring and Gasket removal hook and picks, great when a non-metallic tool is required on sensitive and delicate parts. Removes O-Rings and gask","specialist tools",21.20,,https://www.specialisttools.com.au/products/plastic-o-ring-and-gasket-removal-tool-kit-3-pieces-non-scratch,https://www.specialisttools.com.au/cdn/shop/files/5253A-1.jpg?v=1705293823
103,"Master Slide Hammer Injector Set with Common Rail Adapters","New adapters M12x1,5 and M14x1,5 for CR connector  Extractor for injectors for professional mechanics, car-repair garages or car repair shops. This operation may be carried out without disassembling the injector head. This kit allows injector removal : 1) Using the pliers with holding arms perfectly fitting to the shap","specialist tools","1,295.00",,https://www.specialisttools.com.au/products/master-slide-hammer-injector-set-with-cr-adapters,https://www.specialisttools.com.au/cdn/shop/products/go507_1.jpg?v=1677108911
104,"Slide Hammer with Injector connectors for Denso, Bosch, Siemens","New adapters for CR connector M12x1,5 and M14x1,5 Suits Denso, Bosch, Siemens Injectors Extractor for injectors for professional mechanics, car-repair garages or car repair shops. This operation may be carried out without disassembling the injector head. This kit allows injector removal :1) Using the pliers with holdin","specialist tools",846.00,,https://www.specialisttools.com.au/products/slide-hammer-injector-set,https://www.specialisttools.com.au/cdn/shop/products/go449_1.jpg?v=1677108462
105,"DIESEL Water Trap/Separator Pre-Filter Electronic Water Detection Isuz"," Diesel Water Watch Kit forIsuzu Dmax and Mazda BT50 4JJ3 Engine 2021+ Invented, designed and manufactured in Australia for Common Rail Diesels Suitable for all diesel applications Complete Installation Kit Includes :  Diesel Water Watch WW20072 - 12mm fuel fittings, electronic sensor, wiring harness, piezo alarm and L","specialist tools",590.00,,https://www.specialisttools.com.au/products/diesel-water-watch-for-isuzu-dmax-mazda-bt50-4jj3-engine-protection-against-diesel-fuel-contamination-damage,https://www.specialisttools.com.au/cdn/shop/products/4JJ3BKKit.png?v=1669355335
106,"Diesel Injector Seat Washer Removal Installation Tool","Specification: Part # SA-3642 Size: inner hole 7 Length: 230mm Collet type easy to holding the copper washer. Free shipping within Australia, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. International Shipping is also available.","specialist tools",98.30,,https://www.specialisttools.com.au/products/copper-washer-removal-tool-for-diesel-injector,https://www.specialisttools.com.au/cdn/shop/products/SA-3642_1.jpg?v=1639443212
107,"Universal Glow Plug Tool Set 27 pcs- Includes Puller and Repair Tools ","Universal Glow Plug Tool Set 27 pcs SA-8382A Kit contains Puller and repair tools for damaged glow plugs Designed to remove damaged and broken glow plugs from cylinder heads. Set includes all required adaptors, centring and cleaning tools to safely remove the glow plug without damaging the engine. Contents: Core drill","specialist tools",607.85,,https://www.specialisttools.com.au/products/universal-glow-plug-tool-set-27-pcs-includes-puller-and-repair-tools-for-damaged-glow-plugs,https://www.specialisttools.com.au/cdn/shop/products/8382A27PCSGlwPlugToolSet.png?v=1632463226
108,"Common Rail Injector and Pump Extractor Remover Set (TDI, FSI, SDI, VW","Common Rail Injector and Pump Extractor Remover Set (TDI, FSI, SDI, VW, Audi, Seat, Skoda) SA-3694AUse “U” sleeve or two jaws hook to fix the injector and then pull out with slide hammer.Special two jaws design to fix the injector and pull out with slide hammer.Application range: VW, AUDI (TDI) (FSI) / VW, AUDI, SEAT,","specialist tools",298.00,,https://www.specialisttools.com.au/products/copy-of-injector-removal-tool-ford-fiat-lancia-alfa-opel-suzuki-iveco-psa-peugot-engines,https://www.specialisttools.com.au/cdn/shop/products/3694AInjectorsPumpExtractorRemoverSet.png?v=1632459381
109,"Piercing Probe with 4mm Socket Connection - Large (20 Amp) Wire Gauge ","Piercing Probe with 4mm Socket Connection - Large 20 Amp SA-1135PPL Large: Wire :8~18 Gauge Current Rating. 20.0 Amp Piercing Probe with 4mm socket connection. Stainless steel tip can connect with the wire without cutting it. Insulation piercing clip test probe. Spring loaded press pin of Stainless steel, which can grasp the conductor of max 4mm thickness. Easy to use. Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help - We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose Phone 02-6280 4334 Free shipping within Australia for purchases over $50, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. International Shipping is also available.","specialist tools",30.30,,https://www.specialisttools.com.au/products/copy-of-piercing-probe-with-4mm-socket-connection-small-10-amp-wire-gauge-20-28,https://www.specialisttools.com.au/cdn/shop/products/1135PPLPiercingProbewith4mmSocket.png?v=1632458497
110,"Injector Nozzle Installer For BENZ (M278)","Injector Nozzle Installer For BENZ (M278) SA-5255Fuel injectors must be installed immediately after calibration of the sealing rings.Clean base surface for sealing ring on fuel injector.Application: BENZ M278 engine.Engines: 133, 152, 157, 270, 274, 276, 278.Benz OEM no. Ref.: 272 589 00 40 33Material: stainless steel","specialist tools",65.00,,https://www.specialisttools.com.au/products/injector-nozzle-installer-for-benz-m278,https://www.specialisttools.com.au/cdn/shop/products/5255InjectorNozzleInstallerForBENZ_M278_-2.png?v=1625110705
